length;revenue;time
68;559980;0.0001361370086669922
69;568215;0.0001442432403564453
70;576450;0.00014328956604003906
71;584685;0.00015234947204589844
72;592920;0.00015592575073242188
73;601155;0.00016117095947265625
74;609390;0.00016427040100097656
75;617625;0.00016832351684570312
76;625860;0.0001690387725830078
77;634095;0.00017690658569335938
78;642330;0.00017714500427246094
79;650565;0.00018143653869628906
80;658800;0.00018525123596191406
81;667035;0.000194549560546875
82;675270;0.00020003318786621094
83;683505;0.0002040863037109375
84;691740;0.00020813941955566406
85;699975;0.000209808349609375
86;708210;0.0002300739288330078
87;716445;0.0002219676971435547
88;724680;0.00022673606872558594
89;732915;0.0002281665802001953
90;741150;0.00023818016052246094
91;749385;0.00024271011352539062
92;757620;0.0002493858337402344
93;765855;0.00025081634521484375
94;774090;0.0002574920654296875
95;782325;0.0002624988555908203
96;790560;0.0002677440643310547
97;798795;0.0002689361572265625
98;807030;0.0002751350402832031
99;815265;0.0002956390380859375
100;823500;0.0002894401550292969
101;831735;0.0002951622009277344
102;839970;0.0003006458282470703
103;848205;0.0003077983856201172
104;856440;0.00031638145446777344
105;864675;0.000331878662109375
106;872910;0.0003228187561035156
107;881145;0.00032520294189453125
108;889380;0.0003364086151123047
109;897615;0.000354766845703125
110;905850;0.0003597736358642578
111;914085;0.00034928321838378906
112;922320;0.00036144256591796875
113;930555;0.00036263465881347656
114;938790;0.0003731250762939453
115;947025;0.0003750324249267578
116;955260;0.00038814544677734375
117;963495;0.0003902912139892578
118;971730;0.0004248619079589844
119;979965;0.00040459632873535156
120;988200;0.0004050731658935547
121;996435;0.00041747093200683594
122;1004670;0.0004248619079589844
123;1012905;0.00042748451232910156
124;1021140;0.00043702125549316406
125;1029375;0.0004458427429199219
126;1037610;0.0004703998565673828
127;1045845;0.0004608631134033203
128;1054080;0.0004668235778808594
129;1062315;0.0004734992980957031
130;1070550;0.0004801750183105469
131;1078785;0.00048351287841796875
132;1087020;0.0004963874816894531
133;1095255;0.0005278587341308594
134;1103490;0.0005106925964355469
135;1111725;0.0005319118499755859
136;1119960;0.0005240440368652344
137;1128195;0.0005309581756591797
138;1136430;0.0005445480346679688
139;1144665;0.0005643367767333984
140;1152900;0.0005545616149902344
141;1161135;0.0005612373352050781
142;1169370;0.0005650520324707031
143;1177605;0.0005786418914794922
144;1185840;0.0005879402160644531
145;1194075;0.0006089210510253906
146;1202310;0.000606536865234375
147;1210545;0.0006077289581298828
148;1218780;0.0006210803985595703
149;1227015;0.0006239414215087891
150;1235250;0.0006492137908935547
151;1243485;0.0006430149078369141
152;1251720;0.0006513595581054688
153;1259955;0.000659942626953125
154;1268190;0.0006711483001708984
155;1276425;0.0007193088531494141
156;1284660;0.0006856918334960938
157;1292895;0.0006930828094482422
158;1301130;0.0006976127624511719
159;1309365;0.0007343292236328125
160;1317600;0.0007402896881103516
161;1325835;0.0007274150848388672
162;1334070;0.0007345676422119141
163;1342305;0.0007579326629638672
164;1350540;0.0007677078247070312
165;1358775;0.0007829666137695312
166;1367010;0.0007724761962890625
167;1375245;0.0007810592651367188
168;1383480;0.0007920265197753906
169;1391715;0.0008330345153808594
170;1399950;0.0008137226104736328
171;1408185;0.0008161067962646484
172;1416420;0.0008208751678466797
173;1424655;0.0008568763732910156
174;1432890;0.0008513927459716797
175;1441125;0.0008568763732910156
176;1449360;0.0008690357208251953
177;1457595;0.0008931159973144531
178;1465830;0.0009057521820068359
179;1474065;0.0008914470672607422
180;1482300;0.0009186267852783203
181;1490535;0.00091552734375
182;1498770;0.0009248256683349609
183;1507005;0.0009377002716064453
184;1515240;0.0009639263153076172
185;1523475;0.0009534358978271484
186;1531710;0.0009598731994628906
187;1539945;0.0010039806365966797
188;1548180;0.0010035037994384766
189;1556415;0.0009942054748535156
190;1564650;0.0010006427764892578
191;1572885;0.0010263919830322266
192;1581120;0.0010232925415039062
193;1589355;0.0010421276092529297
194;1597590;0.0010607242584228516
195;1605825;0.0010519027709960938
196;1614060;0.0010912418365478516
197;1622295;0.0010981559753417969
198;1630530;0.0010898113250732422
199;1638765;0.0010979175567626953
200;1647000;0.0011279582977294922
201;1655235;0.0011234283447265625
202;1663470;0.0011394023895263672
203;1671705;0.0011658668518066406
204;1679940;0.0011606216430664062
205;1688175;0.0011942386627197266
206;1696410;0.0014777183532714844
207;1704645;0.0012080669403076172
208;1712880;0.0012159347534179688
209;1721115;0.0012178421020507812
210;1729350;0.0012247562408447266
211;1737585;0.0012543201446533203
212;1745820;0.0012524127960205078
213;1754055;0.0012586116790771484
214;1762290;0.0012867450714111328
215;1770525;0.0012869834899902344
216;1778760;0.0013287067413330078
217;1786995;0.0013086795806884766
218;1795230;0.001325368881225586
219;1803465;0.0013484954833984375
220;1811700;0.0013422966003417969
221;1819935;0.0013947486877441406
222;1828170;0.0013957023620605469
223;1836405;0.0014176368713378906
224;1844640;0.0014178752899169922
225;1852875;0.0013985633850097656
226;1861110;0.0014393329620361328
227;1869345;0.001428365707397461
228;1877580;0.0014569759368896484
229;1885815;0.0014557838439941406
230;1894050;0.0014781951904296875
231;1902285;0.0014772415161132812
232;1910520;0.0014905929565429688
233;1918755;0.0015270709991455078
234;1926990;0.0015451908111572266
235;1935225;0.0015490055084228516
236;1943460;0.0015499591827392578
237;1951695;0.0015740394592285156
238;1959930;0.0015726089477539062
239;1968165;0.0016021728515625
240;1976400;0.0015938282012939453
241;1984635;0.0016200542449951172
242;1992870;0.0016252994537353516
243;2001105;0.0016536712646484375
244;2009340;0.0016589164733886719
245;2017575;0.0016949176788330078
246;2025810;0.0016782283782958984
247;2034045;0.0017383098602294922
248;2042280;0.001703500747680664
249;2050515;0.0017306804656982422
250;2058750;0.0017352104187011719
251;2066985;0.0017633438110351562
252;2075220;0.0017633438110351562
253;2083455;0.0017864704132080078
254;2091690;0.0018310546875
255;2099925;0.0018191337585449219
256;2108160;0.0018177032470703125
257;2116395;0.001840353012084961
258;2124630;0.00186920166015625
259;2132865;0.0018630027770996094
260;2141100;0.0018846988677978516
261;2149335;0.0018963813781738281
262;2157570;0.001931905746459961
263;2165805;0.0019333362579345703
264;2174040;0.0019426345825195312
265;2182275;0.001959562301635742
266;2190510;0.0019636154174804688
267;2198745;0.001979827880859375
268;2206980;0.0020079612731933594
269;2215215;0.0020575523376464844
270;2223450;0.0020372867584228516
271;2231685;0.0020656585693359375
272;2239920;0.0020694732666015625
273;2248155;0.0020699501037597656
274;2256390;0.00206756591796875
275;2264625;0.0021157264709472656
276;2272860;0.0021038055419921875
277;2281095;0.002136707305908203
278;2289330;0.0021636486053466797
279;2297565;0.0021696090698242188
280;2305800;0.0021910667419433594
281;2314035;0.002197265625
282;2322270;0.002200603485107422
283;2330505;0.0022420883178710938
284;2338740;0.0022439956665039062
285;2346975;0.0022454261779785156
286;2355210;0.002282857894897461
287;2363445;0.002317667007446289
288;2371680;0.0023224353790283203
289;2379915;0.0023250579833984375
290;2388150;0.0023505687713623047
291;2396385;0.0023474693298339844
292;2404620;0.0023546218872070312
293;2412855;0.0023937225341796875
294;2421090;0.002452850341796875
295;2429325;0.002408266067504883
296;2437560;0.002445697784423828
297;2445795;0.0024614334106445312
298;2454030;0.002470731735229492
299;2462265;0.0024728775024414062
300;2470500;0.0025250911712646484
301;2478735;0.002549886703491211
302;2486970;0.0025348663330078125
303;2495205;0.0025458335876464844
304;2503440;0.002593517303466797
305;2511675;0.002608776092529297
306;2519910;0.0026030540466308594
307;2528145;0.0027337074279785156
308;2536380;0.002638578414916992
309;2544615;0.0026781558990478516
310;2552850;0.0026776790618896484
311;2561085;0.0027112960815429688
312;2569320;0.002712726593017578
313;2577555;0.0027341842651367188
314;2585790;0.002749919891357422
315;2594025;0.0027713775634765625
316;2602260;0.002787351608276367
317;2610495;0.0028171539306640625
318;2618730;0.0028226375579833984
319;2626965;0.0028870105743408203
320;2635200;0.0028307437896728516
321;2643435;0.002961874008178711
322;2651670;0.0028994083404541016
323;2659905;0.002906322479248047
324;2668140;0.0029153823852539062
325;2676375;0.003011465072631836
326;2684610;0.0029633045196533203
327;2692845;0.002979755401611328
328;2701080;0.00298309326171875
329;2709315;0.0030274391174316406
330;2717550;0.003075122833251953
331;2725785;0.0030510425567626953
332;2734020;0.003076791763305664
333;2742255;0.003093719482421875
334;2750490;0.0031282901763916016
335;2758725;0.0031762123107910156
336;2766960;0.003207683563232422
337;2775195;0.003183126449584961
338;2783430;0.0032050609588623047
339;2791665;0.003205537796020508
340;2799900;0.0032320022583007812
341;2808135;0.0032596588134765625
342;2816370;0.0032739639282226562
343;2824605;0.0032906532287597656
344;2832840;0.003307342529296875
345;2841075;0.003319978713989258
346;2849310;0.0034134387969970703
347;2857545;0.0033583641052246094
348;2865780;0.0034341812133789062
349;2874015;0.003404855728149414
350;2882250;0.003420114517211914
351;2890485;0.003472566604614258
352;2898720;0.003466367721557617
353;2906955;0.003488779067993164
354;2915190;0.003499746322631836
355;2923425;0.0035393238067626953
356;2931660;0.003556489944458008
357;2939895;0.0035696029663085938
358;2948130;0.003590822219848633
359;2956365;0.003606557846069336
360;2964600;0.003771543502807617
361;2972835;0.0036704540252685547
362;2981070;0.0036706924438476562
363;2989305;0.003704071044921875
364;2997540;0.003719806671142578
365;3005775;0.0037276744842529297
366;3014010;0.003739595413208008
367;3022245;0.003769397735595703
368;3030480;0.003785848617553711
369;3038715;0.003908395767211914
370;3046950;0.0038771629333496094
371;3055185;0.003931522369384766
372;3063420;0.003861665725708008
373;3071655;0.003923654556274414
374;3079890;0.003918170928955078
375;3088125;0.003957271575927734
376;3096360;0.003961086273193359
377;3104595;0.003989458084106445
378;3112830;0.004021644592285156
379;3121065;0.004022359848022461
380;3129300;0.00406646728515625
381;3137535;0.004060268402099609
382;3145770;0.0042078495025634766
383;3154005;0.0041255950927734375
384;3162240;0.004149913787841797
385;3170475;0.004159688949584961
386;3178710;0.004192829132080078
387;3186945;0.004192829132080078
388;3195180;0.004266977310180664
389;3203415;0.004270076751708984
390;3211650;0.004311084747314453
391;3219885;0.004312753677368164
392;3228120;0.004361629486083984
393;3236355;0.00435328483581543
394;3244590;0.004347324371337891
395;3252825;0.004394054412841797
396;3261060;0.004386186599731445
397;3269295;0.004441022872924805
398;3277530;0.004495143890380859
399;3285765;0.004452943801879883
400;3294000;0.004492044448852539
401;3302235;0.004542827606201172
402;3310470;0.004630088806152344
403;3318705;0.004580974578857422
404;3326940;0.004575014114379883
405;3335175;0.0045986175537109375
406;3343410;0.0046808719635009766
407;3351645;0.004672050476074219
408;3359880;0.004721164703369141
409;3368115;0.004694223403930664
410;3376350;0.004745960235595703
411;3384585;0.004865169525146484
412;3392820;0.004786014556884766
413;3401055;0.004785776138305664
414;3409290;0.004818916320800781
415;3417525;0.0049207210540771484
416;3425760;0.004847288131713867
417;3433995;0.00489354133605957
418;3442230;0.004926204681396484
419;3450465;0.004942417144775391
420;3458700;0.00502324104309082
421;3466935;0.005001544952392578
422;3475170;0.0050160884857177734
423;3483405;0.0050811767578125
424;3491640;0.005026578903198242
425;3499875;0.005125999450683594
426;3508110;0.005091428756713867
427;3516345;0.005143404006958008
428;3524580;0.005232810974121094
429;3532815;0.0052242279052734375
430;3541050;0.00526881217956543
431;3549285;0.005579233169555664
432;3557520;0.005530834197998047
433;3565755;0.005296230316162109
434;3573990;0.005324363708496094
435;3582225;0.005364179611206055
436;3590460;0.0054492950439453125
437;3598695;0.005392551422119141
438;3606930;0.005445718765258789
439;3615165;0.005422830581665039
440;3623400;0.0054473876953125
441;3631635;0.0055332183837890625
442;3639870;0.005536556243896484
443;3648105;0.00554656982421875
444;3656340;0.0056612491607666016
445;3664575;0.005671262741088867
446;3672810;0.005617856979370117
447;3681045;0.005719184875488281
448;3689280;0.005685329437255859
449;3697515;0.005785942077636719
450;3705750;0.0057108402252197266
451;3713985;0.005792856216430664
452;3722220;0.00675511360168457
453;3730455;0.006837129592895508
454;3738690;0.005859851837158203
455;3746925;0.005906343460083008
456;3755160;0.0059087276458740234
457;3763395;0.005915403366088867
458;3771630;0.00601506233215332
459;3779865;0.0059850215911865234
460;3788100;0.005988597869873047
461;3796335;0.006057024002075195
462;3804570;0.006090879440307617
463;3812805;0.0061283111572265625
464;3821040;0.0061724185943603516
465;3829275;0.006266593933105469
466;3837510;0.006335258483886719
467;3845745;0.006852865219116211
468;3853980;0.006608724594116211
469;3862215;0.006258964538574219
470;3870450;0.00625157356262207
471;3878685;0.00630950927734375
472;3886920;0.0064334869384765625
473;3895155;0.006309032440185547
474;3903390;0.006399393081665039
475;3911625;0.006372213363647461
476;3919860;0.0064122676849365234
477;3928095;0.006422519683837891
478;3936330;0.006554126739501953
479;3944565;0.0065348148345947266
480;3952800;0.006538867950439453
481;3961035;0.006581306457519531
482;3969270;0.006541728973388672
483;3977505;0.006572246551513672
484;3985740;0.00672602653503418
485;3993975;0.006725788116455078
486;4002210;0.006674528121948242
487;4010445;0.006731510162353516
488;4018680;0.006727933883666992
489;4026915;0.00677490234375
490;4035150;0.006824016571044922
491;4043385;0.006907224655151367
492;4051620;0.006867408752441406
493;4059855;0.0068814754486083984
494;4068090;0.00693058967590332
495;4076325;0.0069010257720947266
496;4084560;0.007024049758911133
497;4092795;0.007044553756713867
498;4101030;0.007018089294433594
499;4109265;0.007053852081298828
500;4117500;0.0070683956146240234
501;4125735;0.00713038444519043
502;4133970;0.0071125030517578125
503;4142205;0.007271528244018555
504;4150440;0.00718379020690918
505;4158675;0.007243633270263672
506;4166910;0.007239103317260742
507;4175145;0.007319927215576172
508;4183380;0.007387876510620117
509;4191615;0.00744175910949707
510;4199850;0.007401943206787109
511;4208085;0.007379293441772461
512;4216320;0.007462739944458008
513;4224555;0.007447719573974609
514;4232790;0.0075168609619140625
515;4241025;0.007586956024169922
516;4249260;0.0075225830078125
517;4257495;0.007600307464599609
518;4265730;0.007586956024169922
519;4273965;0.007673501968383789
520;4282200;0.007689476013183594
521;4290435;0.007748842239379883
522;4298670;0.007671356201171875
523;4306905;0.00781869888305664
524;4315140;0.007763385772705078
525;4323375;0.007786989212036133
526;4331610;0.007927894592285156
527;4339845;0.007876157760620117
528;4348080;0.00792074203491211
529;4356315;0.007907390594482422
530;4364550;0.008026123046875
531;4372785;0.008044004440307617
532;4381020;0.008038997650146484
533;4389255;0.00803685188293457
534;4397490;0.008134841918945312
535;4405725;0.00812077522277832
536;4413960;0.00814509391784668
537;4422195;0.008225440979003906
538;4430430;0.008295059204101562
539;4438665;0.00820016860961914
540;4446900;0.008302688598632812
541;4455135;0.008278846740722656
542;4463370;0.008410215377807617
543;4471605;0.00836801528930664
544;4479840;0.008454084396362305
545;4488075;0.008441448211669922
546;4496310;0.008492469787597656
547;4504545;0.008559942245483398
548;4512780;0.008620023727416992
549;4521015;0.008588075637817383
550;4529250;0.008588790893554688
551;4537485;0.008579254150390625
552;4545720;0.008754253387451172
553;4553955;0.00872182846069336
554;4562190;0.008771419525146484
555;4570425;0.008751392364501953
556;4578660;0.008760929107666016
557;4586895;0.008939266204833984
558;4595130;0.008858203887939453
559;4603365;0.008918523788452148
560;4611600;0.008908987045288086
561;4619835;0.009033203125
562;4628070;0.009013652801513672
563;4636305;0.009039163589477539
564;4644540;0.009015083312988281
565;4652775;0.00910043716430664
566;4661010;0.009173870086669922
567;4669245;0.00919795036315918
568;4677480;0.00923919677734375
569;4685715;0.00931406021118164
570;4693950;0.009919881820678711
571;4702185;0.01065683364868164
572;4710420;0.01166677474975586
573;4718655;0.014188051223754883
574;4726890;0.011873960494995117
575;4735125;0.011850118637084961
576;4743360;0.011261463165283203
577;4751595;0.011182546615600586
578;4759830;0.014035701751708984
579;4768065;0.011925935745239258
580;4776300;0.011885404586791992
581;4784535;0.012109518051147461
582;4792770;0.01020956039428711
583;4801005;0.010855674743652344
584;4809240;0.011311769485473633
585;4817475;0.010347843170166016
586;4825710;0.011229515075683594
587;4833945;0.010090827941894531
588;4842180;0.012275934219360352
589;4850415;0.010996818542480469
590;4858650;0.010162591934204102
591;4866885;0.010203361511230469
592;4875120;0.01026296615600586
593;4883355;0.010287046432495117
594;4891590;0.011181354522705078
595;4899825;0.011275291442871094
596;4908060;0.010486125946044922
597;4916295;0.010421037673950195
598;4924530;0.011310100555419922
599;4932765;0.011392831802368164
600;4941000;0.010344743728637695
601;4949235;0.011456489562988281
602;4957470;0.010432958602905273
603;4965705;0.010446548461914062
604;4973940;0.010550498962402344
605;4982175;0.010553836822509766
606;4990410;0.010612249374389648
607;4998645;0.010542631149291992
608;5006880;0.010642766952514648
609;5015115;0.010709285736083984
610;5023350;0.010720491409301758
611;5031585;0.010721445083618164
612;5039820;0.010782957077026367
613;5048055;0.010787248611450195
614;5056290;0.010861396789550781
615;5064525;0.010843992233276367
616;5072760;0.010890722274780273
617;5080995;0.01105356216430664
618;5089230;0.010989665985107422
619;5097465;0.011018753051757812
620;5105700;0.01105356216430664
621;5113935;0.011139392852783203
622;5122170;0.011091947555541992
623;5130405;0.011097431182861328
624;5138640;0.011148929595947266
625;5146875;0.01133108139038086
626;5155110;0.011181354522705078
627;5163345;0.011265993118286133
628;5171580;0.011352300643920898
629;5179815;0.011318445205688477
630;5188050;0.011378765106201172
631;5196285;0.011441707611083984
632;5204520;0.011580705642700195
633;5212755;0.011467218399047852
634;5220990;0.011502265930175781
635;5229225;0.01156473159790039
636;5237460;0.011693000793457031
637;5245695;0.011648178100585938
638;5253930;0.011673450469970703
639;5262165;0.011726856231689453
640;5270400;0.011850833892822266
641;5278635;0.011729001998901367
642;5286870;0.011870145797729492
643;5295105;0.011909723281860352
644;5303340;0.011891841888427734
645;5311575;0.011925935745239258
646;5319810;0.012021780014038086
647;5328045;0.012091636657714844
648;5336280;0.012011289596557617
649;5344515;0.012155771255493164
650;5352750;0.012156009674072266
651;5360985;0.012161731719970703
652;5369220;0.01217341423034668
653;5377455;0.012254953384399414
654;5385690;0.012293338775634766
655;5393925;0.012325763702392578
656;5402160;0.01233816146850586
657;5410395;0.01247096061706543
658;5418630;0.012415647506713867
659;5426865;0.012490987777709961
660;5435100;0.012533187866210938
661;5443335;0.012577056884765625
662;5451570;0.012609720230102539
663;5459805;0.012627363204956055
664;5468040;0.012616872787475586
665;5476275;0.012626886367797852
666;5484510;0.01266932487487793
667;5492745;0.012726545333862305
668;5500980;0.01273036003112793
669;5509215;0.012767314910888672
670;5517450;0.012807130813598633
671;5525685;0.012933492660522461
672;5533920;0.012827873229980469
673;5542155;0.012893438339233398
674;5550390;0.013067245483398438
675;5558625;0.012936830520629883
676;5566860;0.013041019439697266
677;5575095;0.013058662414550781
678;5583330;0.013156890869140625
679;5591565;0.01311349868774414
680;5599800;0.01314234733581543
681;5608035;0.013194084167480469
682;5616270;0.013247013092041016
683;5624505;0.013314247131347656
684;5632740;0.013350963592529297
685;5640975;0.013357877731323242
686;5649210;0.013382673263549805
687;5657445;0.013428211212158203
688;5665680;0.013486862182617188
689;5673915;0.013545513153076172
690;5682150;0.013600349426269531
691;5690385;0.01358342170715332
692;5698620;0.013660192489624023
693;5706855;0.013730049133300781
694;5715090;0.013725042343139648
695;5723325;0.013860225677490234
696;5731560;0.013921499252319336
697;5739795;0.013857841491699219
698;5748030;0.013972282409667969
699;5756265;0.016078948974609375
700;5764500;0.016231775283813477
701;5772735;0.014148473739624023
702;5780970;0.014196634292602539
703;5789205;0.01421976089477539
704;5797440;0.014227151870727539
705;5805675;0.014340877532958984
706;5813910;0.014212846755981445
707;5822145;0.014268875122070312
708;5830380;0.014330148696899414
709;5838615;0.014379262924194336
710;5846850;0.014362096786499023
711;5855085;0.014510869979858398
712;5863320;0.014487028121948242
713;5871555;0.014520883560180664
714;5879790;0.014529705047607422
715;5888025;0.014595746994018555
716;5896260;0.014630556106567383
717;5904495;0.014701604843139648
718;5912730;0.014869213104248047
719;5920965;0.014807462692260742
720;5929200;0.014882564544677734
721;5937435;0.01487112045288086
722;5945670;0.01485896110534668
723;5953905;0.014993429183959961
724;5962140;0.014974117279052734
725;5970375;0.015033721923828125
726;5978610;0.01511526107788086
727;5986845;0.015116214752197266
728;5995080;0.015124797821044922
729;6003315;0.01517033576965332
730;6011550;0.01524043083190918
731;6019785;0.01532888412475586
732;6028020;0.015322685241699219
733;6036255;0.015346050262451172
734;6044490;0.015389442443847656
735;6052725;0.015470504760742188
736;6060960;0.015453577041625977
737;6069195;0.01551508903503418
738;6077430;0.015619277954101562
739;6085665;0.01566791534423828
740;6093900;0.015625953674316406
741;6102135;0.015689611434936523
742;6110370;0.015801429748535156
743;6118605;0.01576828956604004
744;6126840;0.015819787979125977
745;6135075;0.015920639038085938
746;6143310;0.015902280807495117
747;6151545;0.015965700149536133
748;6159780;0.016025304794311523
749;6168015;0.016017675399780273
750;6176250;0.016165494918823242
751;6184485;0.0161285400390625
752;6192720;0.016175031661987305
753;6200955;0.016225099563598633
754;6209190;0.016248226165771484
755;6217425;0.01632380485534668
756;6225660;0.016320466995239258
757;6233895;0.0163877010345459
758;6242130;0.016511201858520508
759;6250365;0.016469955444335938
760;6258600;0.01657843589782715
761;6266835;0.016623735427856445
762;6275070;0.016613006591796875
763;6283305;0.016785383224487305
764;6291540;0.016719341278076172
765;6299775;0.016749143600463867
766;6308010;0.016842365264892578
767;6316245;0.016982316970825195
768;6324480;0.01700758934020996
769;6332715;0.016967058181762695
770;6340950;0.016967296600341797
771;6349185;0.017017126083374023
772;6357420;0.0171506404876709
773;6365655;0.017094850540161133
774;6373890;0.017157316207885742
775;6382125;0.017206668853759766
776;6390360;0.017235994338989258
777;6398595;0.017270803451538086
778;6406830;0.01743459701538086
779;6415065;0.017523527145385742
780;6423300;0.01742386817932129
781;6431535;0.017493247985839844
782;6439770;0.01751255989074707
783;6448005;0.017602205276489258
784;6456240;0.017629623413085938
785;6464475;0.01770305633544922
786;6472710;0.017748594284057617
787;6480945;0.017751693725585938
788;6489180;0.017845630645751953
789;6497415;0.017861366271972656
790;6505650;0.01790475845336914
791;6513885;0.017992019653320312
792;6522120;0.01797008514404297
793;6530355;0.018067598342895508
794;6538590;0.018207788467407227
795;6546825;0.018192052841186523
796;6555060;0.018157482147216797
797;6563295;0.018251657485961914
798;6571530;0.018332242965698242
799;6579765;0.018327713012695312
800;6588000;0.01838088035583496
801;6596235;0.018413543701171875
802;6604470;0.018498897552490234
803;6612705;0.01850104331970215
804;6620940;0.01866769790649414
805;6629175;0.01870107650756836
806;6637410;0.018614768981933594
807;6645645;0.018716812133789062
808;6653880;0.01874566078186035
809;6662115;0.0188138484954834
810;6670350;0.018869876861572266
811;6678585;0.018967151641845703
812;6686820;0.018982887268066406
813;6695055;0.01901531219482422
814;6703290;0.019002199172973633
815;6711525;0.019059419631958008
816;6719760;0.01913595199584961
817;6727995;0.01915431022644043
818;6736230;0.01923823356628418
819;6744465;0.019258975982666016
820;6752700;0.01930832862854004
821;6760935;0.019343137741088867
822;6769170;0.019438982009887695
823;6777405;0.019414424896240234
824;6785640;0.019536495208740234
825;6793875;0.019527435302734375
826;6802110;0.01967144012451172
827;6810345;0.019726991653442383
828;6818580;0.019684791564941406
829;6826815;0.019870519638061523
830;6835050;0.019843101501464844
831;6843285;0.01986408233642578
832;6851520;0.01990652084350586
833;6859755;0.019979000091552734
834;6867990;0.019970178604125977
835;6876225;0.020071029663085938
836;6884460;0.020130157470703125
837;6892695;0.020148515701293945
838;6900930;0.020214080810546875
839;6909165;0.020217418670654297
840;6917400;0.020406246185302734
841;6925635;0.02038884162902832
842;6933870;0.0205233097076416
843;6942105;0.02051377296447754
844;6950340;0.020541667938232422
845;6958575;0.0205078125
846;6966810;0.020560264587402344
847;6975045;0.02054286003112793
848;6983280;0.02066802978515625
849;6991515;0.020708322525024414
850;6999750;0.02073979377746582
851;7007985;0.0208590030670166
852;7016220;0.021009206771850586
853;7024455;0.020926475524902344
854;7032690;0.02102804183959961
855;7040925;0.02102947235107422
856;7049160;0.02112746238708496
857;7057395;0.021094560623168945
858;7065630;0.021199464797973633
859;7073865;0.021250486373901367
860;7082100;0.021287202835083008
861;7090335;0.021280765533447266
862;7098570;0.021442413330078125
863;7106805;0.021388530731201172
864;7115040;0.02153182029724121
865;7123275;0.021544694900512695
866;7131510;0.02155923843383789
867;7139745;0.021668434143066406
868;7147980;0.021716594696044922
869;7156215;0.021739482879638672
870;7164450;0.021797895431518555
871;7172685;0.021854639053344727
872;7180920;0.02189493179321289
873;7189155;0.021890878677368164
874;7197390;0.02199387550354004
875;7205625;0.02199411392211914
876;7213860;0.022041797637939453
877;7222095;0.022153854370117188
878;7230330;0.022144556045532227
879;7238565;0.0222015380859375
880;7246800;0.02234506607055664
881;7255035;0.022580623626708984
882;7263270;0.022378206253051758
883;7271505;0.022457599639892578
884;7279740;0.02252197265625
885;7287975;0.02257394790649414
886;7296210;0.022756338119506836
887;7304445;0.022598981857299805
888;7312680;0.022722482681274414
889;7320915;0.022875308990478516
890;7329150;0.022786617279052734
891;7337385;0.02293992042541504
892;7345620;0.022904157638549805
893;7353855;0.023013830184936523
894;7362090;0.02305746078491211
895;7370325;0.02313232421875
896;7378560;0.023176908493041992
897;7386795;0.023218393325805664
898;7395030;0.023303985595703125
899;7403265;0.02328348159790039
900;7411500;0.02338886260986328
901;7419735;0.023337125778198242
902;7427970;0.02349996566772461
903;7436205;0.023441314697265625
904;7444440;0.023616552352905273
905;7452675;0.023617029190063477
906;7460910;0.023631811141967773
907;7469145;0.024054765701293945
908;7477380;0.02373671531677246
909;7485615;0.023865461349487305
910;7493850;0.02384209632873535
911;7502085;0.02402353286743164
912;7510320;0.02396368980407715
913;7518555;0.0240938663482666
